,SYMPTOM INPUTS,QUESTIONS ASKED,OPTIONS GIVEN
18,Acne ,Acne : are you currently experiencing and of symptoms?, excessive hair growth
19,Acne ,Acne : are you currently experiencing and of symptoms?, weight gain
20,Acne ,Acne : are you currently experiencing and of symptoms?, heavy or prolonged periods
21,Acne ,Acne : are you currently experiencing and of symptoms?, none of these
0,Anal pain,Anal pain: when did it start?,Anal pain
1,Anal pain,Anal pain: did any of these trigger your anal pain?, today
2,Anal pain,Anal pain: did any of these trigger your anal pain?, in last week
3,Anal pain,Anal pain: did any of these trigger your anal pain?, in last month
4,Anal pain,Anal pain: did any of these trigger your anal pain?, 1-3 months
5,Anal pain,Anal pain: did any of these trigger your anal pain?, over 3 months
6,Anal pain,Anal pain: how severe would you say it is?, going to the bathroom
7,Anal pain,Anal pain: how severe would you say it is?, intercourse
8,Anal pain,Anal pain: how severe would you say it is?, recent surgery
9,Anal pain,Anal pain: how severe would you say it is?, recent injury
10,Anal pain,Anal pain: how severe would you say it is?, none of these
11,Anal pain,"Anal pain: is it getting better, worse, the same, i am not sure  ", mild
12,Anal pain,"Anal pain: is it getting better, worse, the same, i am not sure  ", severe
13,Anal pain,"Anal pain: is it getting better, worse, the same, i am not sure  ", it wakes me at night
14,Anal pain,"Anal pain: is it getting better, worse, the same, i am not sure  ", i am not sure
15,Anal pain,Anal pain: is there blood in your stool?, improving
16,Anal pain,Anal pain: is there blood in your stool?, worsening
17,Anal pain,Anal pain: is there blood in your stool?, the same
18,Anal pain,Anal pain: is there blood in your stool?, i am not sure 
19,Anal pain,Anal pain: do you have swelling aorund your anus?, yes
20,Anal pain,Anal pain: do you have swelling aorund your anus?,no
21,Anal pain,Anal pain: are you constipated?, yes
22,Anal pain,Anal pain: are you constipated?,no 
23,Anal pain,Anal pain: did any of these trigger your constipation?, yes
24,Anal pain,Anal pain: did any of these trigger your constipation?,no
25,Anal pain,Anal pain: how constipated are you?, pregnancy
26,Anal pain,Anal pain: how constipated are you?, recent injury
27,Anal pain,Anal pain: how constipated are you?, recent surgery
28,Anal pain,Anal pain: how constipated are you?, none of these  
29,Anal pain,Anal pain: do you have pain on defecation?, mild
30,Anal pain,Anal pain: do you have pain on defecation?, severe
31,Anal pain,Anal pain: do you have pain on defecation?, i am not sure
32,Anal pain,Anal pain: have you been diagnosed with ischemic heart disease?, yes
33,Anal pain,Anal pain: have you been diagnosed with ischemic heart disease?, no
34,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, yes
35,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, no
36,Anal pain,Anal pain:  are you currently experiencing any of these symptoms?, recent childbirth
37,Anal pain,Anal pain:  are you currently experiencing any of these symptoms?, itchy skin
38,Anal pain,Anal pain:  are you currently experiencing any of these symptoms?, abdominal pain
39,Anal pain,Anal pain: is the skin over your joint is red?, diarrhea
40,Anal pain,Anal pain: is the skin over your joint is red?, weight loss
41,Anal pain,Anal pain: is the skin over your joint is red?, joint pain
42,Anal pain,Anal pain: are your joints unusually stiff in the morning?, yes
43,Anal pain,Anal pain: are your joints unusually stiff in the morning?, no
44,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, yes
45,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, no
46,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, fatigue
47,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, abdominal swelling
48,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, vomiting
49,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, none of these  
50,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, mouth sores
51,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, pale skin
52,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, nausea
53,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, none of these
54,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, flatulence
55,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, weight gain
56,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, decreased appetite
57,Anal pain,Anal pain: are you currently experiencing any of these symptoms?, none of these 
58,Anal pain,Anal pain:,
59,Anal pain,Anal pain:,
60,Anal pain,Anal pain:,
61,Anal pain,Anal pain:,
62,Anal pain,Anal pain:,
0,Anhedonia ,"Anhedonia : is it getting better, worse, or staying the same?",Anhedonia 
1,Anhedonia ,Anhedonia : was this triggered by emotional stress?, improving
2,Anhedonia ,Anhedonia : was this triggered by emotional stress?, worsening
3,Anhedonia ,Anhedonia : was this triggered by emotional stress?, the same
4,Anhedonia ,Anhedonia : was this triggered by emotional stress?, none of these  
5,Anhedonia ,Anhedonia : have you been feeling down or depressed in a way that impacts your daily life? , yes
6,Anhedonia ,Anhedonia : have you been feeling down or depressed in a way that impacts your daily life? , no
7,Anhedonia ,Anhedonia : do you have trouble falling or staying asleep at night?, yes
8,Anhedonia ,Anhedonia : do you have trouble falling or staying asleep at night?, no
9,Anhedonia ,Anhedonia : are you currently experiencing any of these symptoms?, yes
10,Anhedonia ,Anhedonia : are you currently experiencing any of these symptoms?, no
11,Anhedonia ,Anhedonia :  are you currently experiencing any of these symptoms?, anxiety
12,Anhedonia ,Anhedonia :  are you currently experiencing any of these symptoms?, fatigue
13,Anhedonia ,Anhedonia :  are you currently experiencing any of these symptoms?, none of these 
14,Anhedonia ,Anhedonia : are you currently experiencing any of these symptoms?, irritability
15,Anhedonia ,Anhedonia : are you currently experiencing any of these symptoms?, helplessness
16,Anhedonia ,Anhedonia : are you currently experiencing any of these symptoms?, decreased appetite
17,Anhedonia ,Anhedonia : are you currently experiencing any of these symptoms?, none of these 
18,Anhedonia ,Anhedonia :,
0,Ankle pain,Ankle pain: when did it start?,Ankle pain
1,Ankle pain,Ankle pain: which ankle is bothering you?, today
2,Ankle pain,Ankle pain: which ankle is bothering you?, in last week
3,Ankle pain,Ankle pain: which ankle is bothering you?, in last month
4,Ankle pain,Ankle pain: which ankle is bothering you?, 1-3 months
5,Ankle pain,Ankle pain: which ankle is bothering you?, over 3 months
6,Ankle pain,Ankle pain: which ankle is bothering you?, years ago
7,Ankle pain,Ankle pain: did your ankle pain start after injury?, one side
8,Ankle pain,Ankle pain: did your ankle pain start after injury?, both sides
9,Ankle pain,Ankle pain: did your ankle pain start after injury?, i am not sure 
10,Ankle pain,Ankle pain: do any of these make the ankle pain worse?, yes
11,Ankle pain,Ankle pain: do any of these make the ankle pain worse?, no
12,Ankle pain,Ankle pain: how severe would you say it is?, changing position
13,Ankle pain,Ankle pain: how severe would you say it is?, lying down
14,Ankle pain,Ankle pain: how severe would you say it is?, physical activity
15,Ankle pain,Ankle pain: how severe would you say it is?, sitting down
16,Ankle pain,Ankle pain: how severe would you say it is?, standing
17,Ankle pain,Ankle pain: how severe would you say it is?, walking
18,Ankle pain,Ankle pain: how severe would you say it is?, none of these5 mild
19,Ankle pain,Ankle pain: how severe would you say it is?, severe
20,Ankle pain,Ankle pain: how severe would you say it is?, it wakes me at night
21,Ankle pain,Ankle pain: how severe would you say it is?, i am not sure  
22,Ankle pain,Ankle pain: did any of these make it better?, resting
23,Ankle pain,Ankle pain: did any of these make it better?, stretching
24,Ankle pain,Ankle pain: did any of these make it better?, none of these  
25,Ankle pain,Ankle pain: have you been ever diagnosed with type  diabetes by doctor?, yes
26,Ankle pain,Ankle pain: have you been ever diagnosed with type  diabetes by doctor?, no  
27,Ankle pain,Ankle pain: are you currently experiencing any of these symptoms? , toe pain
28,Ankle pain,Ankle pain: are you currently experiencing any of these symptoms? , foot swelling
29,Ankle pain,Ankle pain: are you currently experiencing any of these symptoms? , joint pain
30,Ankle pain,Ankle pain: are you currently experiencing any of these symptoms? , none of these 
31,Ankle pain,Ankle pain: are you currently experiencing any of these symptoms? , foot pain
32,Ankle pain,Ankle pain: are you currently experiencing any of these symptoms? , leg pain
33,Ankle pain,Ankle pain: are you currently experiencing any of these symptoms? , foot redness
34,Ankle pain,Ankle pain: are you currently experiencing any of these symptoms? , none of these 
35,Ankle pain,Ankle pain: are you currently experiencing any of these symptoms?,
0,Anxiety,Anxiety: when did your anxiety start?,Anxiety
1,Anxiety,Anxiety: did either of these trigger your anxiety? , today
2,Anxiety,Anxiety: did either of these trigger your anxiety? , in last week
3,Anxiety,Anxiety: did either of these trigger your anxiety? , in last month
4,Anxiety,Anxiety: did either of these trigger your anxiety? , 1-3 months ago
5,Anxiety,Anxiety: did either of these trigger your anxiety? , over 3 months ago
6,Anxiety,Anxiety: did either of these trigger your anxiety? , years ago 
7,Anxiety,Anxiety: how anxious are you?  , emotional stress
8,Anxiety,Anxiety: how anxious are you?  , pregnancy
9,Anxiety,Anxiety: how anxious are you?  , recent injury
10,Anxiety,Anxiety: how anxious are you?  , none of these  
11,Anxiety,"Anxiety: is it getting better, worse or staying the same? ", somewhat anxious
12,Anxiety,"Anxiety: is it getting better, worse or staying the same? ", very anxious
13,Anxiety,"Anxiety: is it getting better, worse or staying the same? ", i can't sleep at night
14,Anxiety,"Anxiety: is it getting better, worse or staying the same? ", i am not sure   
15,Anxiety,Anxiety: did it start gradually or suddenly?, improving
16,Anxiety,Anxiety: did it start gradually or suddenly?, worsening
17,Anxiety,Anxiety: did it start gradually or suddenly?, the same
18,Anxiety,Anxiety: did it start gradually or suddenly?, i am not sure
19,Anxiety,Anxiety: how often is this a problem?, suddenly
