,Unnamed: 0,SYMPTOM INPUTS,QUESTIONS ASKED,OPTIONS GIVEN
1502,3378.0,Dizziness,Dizziness: do any of these make it better?,Dizziness: emotional stress
1503,3379.0,Dizziness,Dizziness: do any of these make it better?,Dizziness: heat or sun exposure
1504,3380.0,Dizziness,Dizziness: do any of these make it better?,Dizziness: recent surgery
1505,3381.0,Dizziness,Dizziness: do any of these make it better?,Dizziness: recent injury
1506,3382.0,Dizziness,Dizziness: do any of these make it better?,Dizziness: none of these
1507,3383.0,Dizziness,Dizziness: are you drinking less fluids?,Dizziness: resting
1508,3384.0,Dizziness,Dizziness: are you drinking less fluids?,Dizziness: standing
1509,3385.0,Dizziness,Dizziness: are you drinking less fluids?,Dizziness: stretching
1510,3386.0,Dizziness,Dizziness: are you drinking less fluids?,Dizziness: none of these
1511,3387.0,Dizziness,Dizziness: have you fainted or passed out?,Dizziness: yes
1512,3388.0,Dizziness,Dizziness: have you fainted or passed out?,Dizziness: no
1513,3389.0,Dizziness,Dizziness: Did any of these trigger your fainting?,Dizziness: yes
1514,3390.0,Dizziness,Dizziness: Did any of these trigger your fainting?,Dizziness: no
1515,,,,
1516,,,,
1517,,,,
1518,,,,
1519,,,,
1520,,,,
1521,,,,
1522,,,,
1523,,,,
1524,,,,
1525,,,,
1526,,,,
1527,3403.0,Dizziness,"Dizziness: do you have pain, pressure or discomfort in your chest?",Dizziness: nausea
1528,3404.0,Dizziness,"Dizziness: do you have pain, pressure or discomfort in your chest?",Dizziness: feeling faint
1529,3405.0,Dizziness,"Dizziness: do you have pain, pressure or discomfort in your chest?",Dizziness: headache
1530,3406.0,Dizziness,"Dizziness: do you have pain, pressure or discomfort in your chest?",Dizziness: none of these
1531,3407.0,Dizziness,Dizziness: do you have trouble breathing or catching your breath?,Dizziness: yes
1532,3408.0,Dizziness,Dizziness: do you have trouble breathing or catching your breath?,Dizziness: no 
1533,,,,
1534,,,,
1535,,,,
1536,,,,
1537,,,,
1538,,,,
1539,,,,
1540,,,,
1541,,,,
1542,,,,
1543,,,,
1544,,,,
1545,,,,
1546,,,,
1547,,,,
1548,,,,
1549,,,,
1550,3469.0,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?",Drooping eyelid: just once
1551,3470.0,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?",Drooping eyelid: about once a day
1552,3471.0,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?",Drooping eyelid: couple of times a day
1553,3472.0,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?",Drooping eyelid: couple of times a week
1554,3473.0,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?",Drooping eyelid: happens all the time
1555,3474.0,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?",Drooping eyelid: i am not sure
1556,3495.0,Drooping eyelid,"Drooping eyelid: is it getting better, worse, or staying the same?",Drooping eyelid: one side
1557,3496.0,Drooping eyelid,"Drooping eyelid: is it getting better, worse, or staying the same?",Drooping eyelid: both sides
1558,3497.0,Drooping eyelid,"Drooping eyelid: is it getting better, worse, or staying the same?",Drooping eyelid: i am not sure
1559,3549.0,Dry mucous membrane,Dry mucous membrane: when did it start?,Dry mucous membrane:Dry mucous membrane
1560,3550.0,Dry mucous membrane,Dry mucous membrane: how dry do they feel?,Dry mucous membrane: today
1561,3551.0,Dry mucous membrane,Dry mucous membrane: how dry do they feel?,Dry mucous membrane: in last week
1562,3552.0,Dry mucous membrane,Dry mucous membrane: how dry do they feel?,Dry mucous membrane: in last month
1563,3553.0,Dry mucous membrane,Dry mucous membrane: how dry do they feel?,Dry mucous membrane: 1-3 months ago
1564,3554.0,Dry mucous membrane,Dry mucous membrane: how dry do they feel?,Dry mucous membrane: over 3 months ago  
1565,3555.0,Dry mucous membrane,Dry mucous membrane: are you drinking less fluids?,Dry mucous membrane: somewhat dry
1566,3556.0,Dry mucous membrane,Dry mucous membrane: are you drinking less fluids?,Dry mucous membrane: very dry
1567,3557.0,Dry mucous membrane,Dry mucous membrane: are you drinking less fluids?,Dry mucous membrane: i am not sure 
1568,3558.0,Dry mucous membrane,Dry mucous membrane: does your mouth feel dry?,Dry mucous membrane: yes
1569,3559.0,Dry mucous membrane,Dry mucous membrane: does your mouth feel dry?,Dry mucous membrane: no 
1570,3560.0,Dry mucous membrane,Dry mucous membrane: have you been vomiting?,Dry mucous membrane: yes
1571,3561.0,Dry mucous membrane,Dry mucous membrane: have you been vomiting?,Dry mucous membrane: no
1572,3562.0,Dry mucous membrane,Dry mucous membrane: did any of these trigger your vomiting?,Dry mucous membrane: yes
1573,3563.0,Dry mucous membrane,Dry mucous membrane: did any of these trigger your vomiting?,Dry mucous membrane: no 
1574,3564.0,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?,Dry mucous membrane: dairy intake
1575,3565.0,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?,Dry mucous membrane: drinking fluids
1576,3566.0,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?,Dry mucous membrane: eating
1577,3567.0,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?,Dry mucous membrane: eating suspect food
1578,3568.0,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?,Dry mucous membrane: recent travel
1579,3569.0,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?,Dry mucous membrane: heat or sun exposure
1580,3570.0,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?,Dry mucous membrane: possible food allergy
1581,3571.0,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?,Dry mucous membrane: recent injury
1582,3572.0,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?,Dry mucous membrane: none of these
1583,,,,
1584,,,,
1585,,,,
1586,,,,
1587,,,,
1588,,,,
1589,,,,
1590,,,,
1591,,,,
1592,,,,
1593,3583.0,Dry mucous membrane,Dry mucous membrane: do you have a headache? ,Dry mucous membrane: dizziness
1594,3584.0,Dry mucous membrane,Dry mucous membrane: do you have a headache? ,Dry mucous membrane: fatigue
1595,3585.0,Dry mucous membrane,Dry mucous membrane: do you have a headache? ,Dry mucous membrane: abdominal pain
1596,3586.0,Dry mucous membrane,Dry mucous membrane: do you have a headache? ,Dry mucous membrane: none of these 
1597,,,,
1598,,,,
1599,,,,
1600,,,,
1601,,,,
1602,,,,
1603,,,,
1604,,,,
1605,,,,
1606,,,,
1607,,,,
1608,,,,
1609,,,,
1610,,,,
1611,,,,
1612,,,,
1613,,,,
1614,,,,
1615,3605.0,Dry skin ,Dry skin : when did you first notice it?,Dry skin :Dry skin 
1616,3606.0,Dry skin ,Dry skin : where does your skin feels dry?,Dry skin : today
1617,3607.0,Dry skin ,Dry skin : where does your skin feels dry?,Dry skin : in last week
1618,3608.0,Dry skin ,Dry skin : where does your skin feels dry?,Dry skin : in last month
1619,3609.0,Dry skin ,Dry skin : where does your skin feels dry?,Dry skin : 1-3 months ago
1620,3610.0,Dry skin ,Dry skin : where does your skin feels dry?,Dry skin : over 3 months ago
1621,3611.0,Dry skin ,Dry skin : how dry is your skin?,Dry skin : head
1622,3612.0,Dry skin ,Dry skin : how dry is your skin?,Dry skin : ear
1623,3613.0,Dry skin ,Dry skin : how dry is your skin?,Dry skin : face
1624,3614.0,Dry skin ,Dry skin : how dry is your skin?,Dry skin : arm
1625,3615.0,Dry skin ,Dry skin : how dry is your skin?,Dry skin : entire hand
1626,3616.0,Dry skin ,Dry skin : how dry is your skin?,Dry skin : whole body
1627,3617.0,Dry skin ,Dry skin : how dry is your skin?,Dry skin : none of these 
1628,3618.0,Dry skin ,Dry skin : are you drinking less fluids? ,Dry skin : somewhat dry
1629,3619.0,Dry skin ,Dry skin : are you drinking less fluids? ,Dry skin : very dry
1630,3620.0,Dry skin ,Dry skin : are you drinking less fluids? ,Dry skin : i am not sure 
1631,3621.0,Dry skin ,Dry skin : does your mouth feel dry?,Dry skin : yes
1632,3622.0,Dry skin ,Dry skin : does your mouth feel dry?,Dry skin : no
1633,3623.0,Dry skin ,Dry skin : have you been vomiting?,Dry skin : yes
1634,3624.0,Dry skin ,Dry skin : have you been vomiting?,Dry skin : no 
1635,3625.0,Dry skin ,Dry skin : have you fainted or passed out?,Dry skin : yes
1636,3626.0,Dry skin ,Dry skin : have you fainted or passed out?,Dry skin : no 
1637,3627.0,Dry skin ,Dry skin : do you have a fever?,Dry skin : yes
1638,3628.0,Dry skin ,Dry skin : do you have a fever?,Dry skin : no 
1639,3629.0,Dry skin ,Dry skin : do you have foot fungus?,Dry skin : yes
1640,3630.0,Dry skin ,Dry skin : do you have foot fungus?,Dry skin : no 
1641,3631.0,Dry skin ,Dry skin : do you have headache? ,Dry skin : yes
1642,3632.0,Dry skin ,Dry skin : do you have headache? ,Dry skin : no
1643,3633.0,Dry skin ,Dry skin : could any of these have triggered your symptoms? ,Dry skin : yes
1644,3634.0,Dry skin ,Dry skin : could any of these have triggered your symptoms? ,Dry skin : no  
1645,3636.0,Ear discharge,Ear discharge: When did it start?,Ear discharge:Ear discharge
1646,3637.0,Ear discharge,Ear discharge: Is it one ear or both?,Ear discharge: Today
1647,3638.0,Ear discharge,Ear discharge: Is it one ear or both?,Ear discharge: In the last week
1648,3639.0,Ear discharge,Ear discharge: Is it one ear or both?,Ear discharge: In the last month
1649,3640.0,Ear discharge,Ear discharge: Is it one ear or both?,Ear discharge: 1-3 months ago
1650,3641.0,Ear discharge,Ear discharge: Is it one ear or both?,Ear discharge: Over 3 months ago
1651,3642.0,Ear discharge,Ear discharge: Is it one ear or both?,Ear discharge: Years ago
1652,3643.0,Ear discharge,Ear discharge: Did cleaning out your ear trigger the dicharge?,Ear discharge: One ear
1653,3644.0,Ear discharge,Ear discharge: Did cleaning out your ear trigger the dicharge?,Ear discharge: Both ears
1654,3645.0,Ear discharge,Ear discharge: Did cleaning out your ear trigger the dicharge?,Ear discharge: I'm not sure
1655,3646.0,Ear discharge,Ear discharge: Did it start gradually or suddenly?,Ear discharge: Yes/No
1656,3647.0,Ear discharge,Ear discharge: Do you have any ear pain?,Ear discharge: Suddenly
1657,3648.0,Ear discharge,Ear discharge: Do you have any ear pain?,Ear discharge: Gradually
1658,3649.0,Ear discharge,Ear discharge: Do you have any ear pain?,Ear discharge: I'm not sure
1659,3650.0,Ear discharge,Ear discharge: Does one ear hurt or do both hurt?,Ear discharge: Yes/No
1660,3651.0,Ear discharge,Ear discharge: Could any of these have triggered your symptom?,Ear discharge: One ear
1661,3652.0,Ear discharge,Ear discharge: Could any of these have triggered your symptom?,Ear discharge: Both ears
1662,3653.0,Ear discharge,Ear discharge: Could any of these have triggered your symptom?,Ear discharge: I'm not sure
1663,3654.0,Ear discharge,Ear discharge: How much pain is it causing you?,Ear discharge: Dental procedure
1664,3655.0,Ear discharge,Ear discharge: How much pain is it causing you?,Ear discharge: Ear canal cleaning
1665,3656.0,Ear discharge,Ear discharge: How much pain is it causing you?,Ear discharge: Recent surgery
1666,3657.0,Ear discharge,Ear discharge: How much pain is it causing you?,Ear discharge: Recent injury
1667,3658.0,Ear discharge,Ear discharge: How much pain is it causing you?,Ear discharge: Swimming
1668,3659.0,Ear discharge,Ear discharge: How much pain is it causing you?,Ear discharge: None of the above
1669,3660.0,Ear discharge,Ear discharge: What makes it worse? ,Ear discharge: Mild pain
1670,3661.0,Ear discharge,Ear discharge: What makes it worse? ,Ear discharge: Severe pain
1671,3662.0,Ear discharge,Ear discharge: What makes it worse? ,Ear discharge: It wakes me at night
1672,3663.0,Ear discharge,Ear discharge: What makes it worse? ,Ear discharge: I'm not sure
1673,3664.0,Ear discharge,Ear discharge: Do any of these describe your ear pain?,Ear discharge: Changing position
1674,3665.0,Ear discharge,Ear discharge: Do any of these describe your ear pain?,Ear discharge: Chewing
1675,3666.0,Ear discharge,Ear discharge: Do any of these describe your ear pain?,Ear discharge: Exposure to cold
1676,3667.0,Ear discharge,Ear discharge: Do any of these describe your ear pain?,Ear discharge: Exposure to sound
1677,3668.0,Ear discharge,Ear discharge: Do any of these describe your ear pain?,Ear discharge: None of the above
1678,3669.0,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?,Ear discharge: Burning
1679,3670.0,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?,Ear discharge: Persistent
1680,3671.0,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?,Ear discharge: Pinpoint
1681,3672.0,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?,Ear discharge: Pressuring
1682,3673.0,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?,Ear discharge: None of the above
1683,3674.0,Ear discharge,Ear discharge: Did either of these trigger your plugged ears?,Ear discharge: Yes/No 
1684,3675.0,Ear discharge,Ear discharge: Do you have a runny nose?,Ear discharge: Recent travel
1685,3676.0,Ear discharge,Ear discharge: Do you have a runny nose?,Ear discharge: Swimming
1686,3677.0,Ear discharge,Ear discharge: Do you have a runny nose?,Ear discharge: None of the above
1687,,,,
1688,,,,
1689,,,,
1690,,,,
1691,,,,
1692,3683.0,Ear discharge,Ear discharge: Are you feeling dizzy?,Ear discharge: Ringing in ears
1693,3684.0,Ear discharge,Ear discharge: Are you feeling dizzy?,Ear discharge: Recent travel or flying
1694,3685.0,Ear discharge,Ear discharge: Are you feeling dizzy?,Ear discharge: Ear pressure
1695,3686.0,Ear discharge,Ear discharge: Are you feeling dizzy?,Ear discharge: None of the above
1696,,,,
1697,,,,
1698,,,,
1699,,,,
1700,3788.0,Goiter,"Goiter: does you heart race, flutter or skip beats while you're at rest?",Goiter:Goiter
1701,3789.0,Goiter,Goiter: do you feel cold?,Goiter: yes
1702,3790.0,Goiter,Goiter: do you feel cold?,Goiter: no 
1703,3791.0,Goiter,Goiter: what part of your body feels cold?,Goiter: yes
1704,3792.0,Goiter,Goiter: what part of your body feels cold?,Goiter: no 
1705,3793.0,Goiter,Goiter: how severe is it?,Goiter: arm
1706,3794.0,Goiter,Goiter: how severe is it?,Goiter: entire hand
1707,3795.0,Goiter,Goiter: how severe is it?,Goiter: fingers
1708,3796.0,Goiter,Goiter: how severe is it?,Goiter: legs
1709,3797.0,Goiter,Goiter: how severe is it?,Goiter: whole body
1710,3798.0,Goiter,Goiter: how severe is it?,Goiter: none of these 
1711,3799.0,Goiter,Goiter: is it worse at a particular time? ,Goiter: mild
1712,3800.0,Goiter,Goiter: is it worse at a particular time? ,Goiter: severe
1713,3801.0,Goiter,Goiter: is it worse at a particular time? ,Goiter: i am not sure 
1714,3802.0,Goiter,Goiter: have you unexpectedly gained weight?,Goiter: in morning
1715,3803.0,Goiter,Goiter: have you unexpectedly gained weight?,Goiter: midday
1716,3804.0,Goiter,Goiter: have you unexpectedly gained weight?,Goiter: in evening
1717,3805.0,Goiter,Goiter: have you unexpectedly gained weight?,Goiter: at night time
1718,3806.0,Goiter,Goiter: have you unexpectedly gained weight?,Goiter: a specific time of year
1719,3807.0,Goiter,Goiter: have you unexpectedly gained weight?,Goiter: none of these 
1720,,,,
1721,,,,
1722,3810.0,Goiter,"Goiter: is your arm or any other part quivering, trembling or slightly shaking?",Goiter: fatigue
1723,3811.0,Goiter,"Goiter: is your arm or any other part quivering, trembling or slightly shaking?",Goiter: constipation
1724,3812.0,Goiter,"Goiter: is your arm or any other part quivering, trembling or slightly shaking?",Goiter: insomnia
1725,3813.0,Goiter,"Goiter: is your arm or any other part quivering, trembling or slightly shaking?",Goiter: none of these
1726,,,,
1727,,,,
1728,,,,
1729,,,,
1730,,,,
1731,,,,
1732,,,,
1733,,,,
1734,,,,
1735,,,,
1736,,,,
1737,,,,
1738,,,,
1739,,,,
1740,3828.0,Goiter,Goiter: is skin over your joint red?,Goiter: malaise
1741,3829.0,Goiter,Goiter: is skin over your joint red?,Goiter: joint pain
1742,3830.0,Goiter,Goiter: is skin over your joint red?,Goiter: decreased appetite 
1743,3831.0,Goiter,Goiter: are your joints unusually stiff in the morning?,Goiter: yes
1744,3832.0,Goiter,Goiter: are your joints unusually stiff in the morning?,Goiter: no 
1745,,,,
1746,,,,
1747,,,,
1748,,,,
1749,,,,
1750,,,,
1751,,,,
1752,,,,
1753,,,,
1754,,,,
1755,3938.0,groin pain,groin pain: do you need to urinate much more often than usual?,groin pain: constipation
1756,3939.0,groin pain,groin pain: do you need to urinate much more often than usual?,groin pain: urinary urgency
1757,3940.0,groin pain,groin pain: do you need to urinate much more often than usual?,groin pain: perineal pain
1758,3941.0,groin pain,groin pain: do you need to urinate much more often than usual?,groin pain: none of these 
1759,,,,
1760,,,,
1761,3944.0,groin pain,"groin pain: do you have any sores, bumps or lesions on or around your penis?",groin pain: penile pain
1762,3945.0,groin pain,"groin pain: do you have any sores, bumps or lesions on or around your penis?",groin pain: penile discharge
1763,3946.0,groin pain,"groin pain: do you have any sores, bumps or lesions on or around your penis?",groin pain: chills
1764,3947.0,groin pain,"groin pain: do you have any sores, bumps or lesions on or around your penis?",groin pain: none of these 
1765,,,,
1766,,,,
1767,3950.0,groin swelling,groin swelling: when did it start?,groin swelling:groin swelling
1768,3951.0,groin swelling,groin swelling: is your groin swelling on one side or both?,groin swelling: today
1769,3952.0,groin swelling,groin swelling: is your groin swelling on one side or both?,groin swelling: in last week
1770,3953.0,groin swelling,groin swelling: is your groin swelling on one side or both?,groin swelling: in last month
1771,3954.0,groin swelling,groin swelling: is your groin swelling on one side or both?,groin swelling: 1-3 months ago
1772,3955.0,groin swelling,groin swelling: is your groin swelling on one side or both?,groin swelling: over 3 months ago
1773,3956.0,groin swelling,groin swelling: is your groin swelling on one side or both?,groin swelling: years ago
1774,3957.0,groin swelling,groin swelling: do you have pain or discomfort in your abdomen?,groin swelling: one side
1775,3958.0,groin swelling,groin swelling: do you have pain or discomfort in your abdomen?,groin swelling: both sides
1776,3959.0,groin swelling,groin swelling: do you have pain or discomfort in your abdomen?,groin swelling: i am not sure
1777,3960.0,groin swelling,groin swelling: which side is bothering you most?,groin swelling: yes
1778,3961.0,groin swelling,groin swelling: which side is bothering you most?,groin swelling: no 
1779,3962.0,groin swelling,groin swelling: how uncomfortable do you feel?,groin swelling: right
1780,3963.0,groin swelling,groin swelling: how uncomfortable do you feel?,groin swelling: left
1781,3964.0,groin swelling,groin swelling: how uncomfortable do you feel?,groin swelling: both sides
1782,3965.0,groin swelling,groin swelling: how uncomfortable do you feel?,groin swelling: i am not sure 
1783,3966.0,groin swelling,groin swelling: what makes it worse?,groin swelling: fairly mild
1784,3967.0,groin swelling,groin swelling: what makes it worse?,groin swelling: intense
1785,3968.0,groin swelling,groin swelling: what makes it worse?,groin swelling: it wakes me at night
1786,3969.0,groin swelling,groin swelling: what makes it worse?,groin swelling: i am not sure 
1787,3970.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: changing positions
1788,3971.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: cough
1789,3972.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: deep breathing
1790,3973.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: eating
1791,3974.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: exposure to cold
1792,3975.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: going to the bathroom
1793,3976.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: hunger
1794,3977.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: lying down
1795,3978.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: physical activity
1796,3979.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: pressing on area
1797,3980.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: sitting down
1798,3981.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: standing
1799,3982.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: walking
1800,3983.0,groin swelling,groin swelling: do any of these describe it?,groin swelling: none of these   
1801,3984.0,groin swelling,groin swelling: are your stools loose or watery?,groin swelling: belt like
1802,3985.0,groin swelling,groin swelling: are your stools loose or watery?,groin swelling: burning
1803,3986.0,groin swelling,groin swelling: are your stools loose or watery?,groin swelling: colicky
1804,3987.0,groin swelling,groin swelling: are your stools loose or watery?,groin swelling: crampy
1805,3988.0,groin swelling,groin swelling: are your stools loose or watery?,groin swelling: pinpoint
1806,3989.0,groin swelling,groin swelling: are your stools loose or watery?,groin swelling: pressuring
1807,3990.0,groin swelling,groin swelling: are your stools loose or watery?,groin swelling: sharp
1808,3991.0,groin swelling,groin swelling: are your stools loose or watery?,groin swelling: stabbing
1809,3992.0,groin swelling,groin swelling: are your stools loose or watery?,groin swelling: vague
1810,3993.0,groin swelling,groin swelling: are your stools loose or watery?,groin swelling: none of these 
1811,3994.0,groin swelling,groin swelling: are you constipated or have difficultymoving your bowels?,groin swelling: yes
1812,3995.0,groin swelling,groin swelling: are you constipated or have difficultymoving your bowels?,groin swelling: no 
1813,3996.0,groin swelling,groin swelling: do you have burning sensation or pain during or after peeing?,groin swelling: yes
1814,3997.0,groin swelling,groin swelling: do you have burning sensation or pain during or after peeing?,groin swelling: no
1815,3998.0,groin swelling,groin swelling: how severe would you say it is?,groin swelling: yes
1816,3999.0,groin swelling,groin swelling: how severe would you say it is?,groin swelling: no  
1817,,,,
1818,,,,
1819,,,,
1820,,,,
1821,,,,
1822,,,,
1823,,,,
1824,,,,
1825,,,,
1826,,,,
1827,,,,
1828,,,,
1829,,,,
1830,,,,
1831,,,,
1832,,,,
1833,,,,
1834,,,,
1835,4018.0,groin swelling,"groin swelling: do you have pain, pressure or discomfort in your chest?",groin swelling: insect bite
1836,4019.0,groin swelling,"groin swelling: do you have pain, pressure or discomfort in your chest?",groin swelling: calf swelling
1837,4020.0,groin swelling,"groin swelling: do you have pain, pressure or discomfort in your chest?",groin swelling: hand swelling
1838,4021.0,groin swelling,"groin swelling: do you have pain, pressure or discomfort in your chest?",groin swelling: none of these
1839,4022.0,groin swelling,groin swelling: do you have trouble breathing or catching your breath?,groin swelling: yes
1840,4023.0,groin swelling,groin swelling: do you have trouble breathing or catching your breath?,groin swelling: no  
1841,,,,
1842,,,,
1843,,,,
1844,,,,
1845,,,,
1846,,,,
1847,,,,
1848,,,,
1849,,,,
1850,,,,
1851,4127.0,Goiter,"Goiter: does you heart race, flutter or skip beats while you're at rest?",Goiter:Goiter
1852,4132.0,Goiter,"Goiter: is your arm quivering, trembling, or slightly shaking?",Goiter: yes
1853,4133.0,Goiter,"Goiter: is your arm quivering, trembling, or slightly shaking?",Goiter: no 
